aircraft_tail_number,flight_operating_hours,engine_vibration_hz,oil_pressure_psi,exhaust_gas_temp_c,hydraulic_fluid_level_pct,ambient_temperature_c,maintenance_urgency_flag
REG-FLT-013776,14320,5.4,46.88,782.55,52.24,-34.58,0
REG-FLT-013777,14528,6.23,85.98,735.82,88.98,-2.01,0
REG-FLT-013778,18305,6.76,34.36,570.79,87.88,-28.6,1
REG-FLT-013779,7955,7.65,42.3,430.31,64.01,-4.38,1
REG-FLT-013780,4178,4.78,91.86,709.58,70.55,35.48,0
REG-FLT-013781,12896,4.37,75.6,445.42,59.38,-42.59,0
REG-FLT-013782,12622,7.34,73.88,465.74,85.72,-36.58,0
REG-FLT-013783,10523,7.09,38.36,667.16,51.76,12.06,0
REG-FLT-013784,17641,1.58,77.97,665.9,52.71,28.47,0
REG-FLT-013785,9700,5.93,57.49,751.66,60.1,-28.27,0
REG-FLT-013786,13005,1.72,65.45,452.64,59.99,13.77,0
REG-FLT-013787,3177,2.91,63.53,689.59,84.85,-34.0,0
REG-FLT-013788,14083,2.61,83.18,537.22,55.07,14.87,0
REG-FLT-013789,8636,8.64,71.5,698.46,92.23,-3.29,1
REG-FLT-013790,12309,4.4,35.11,635.34,66.24,-42.77,1
REG-FLT-013791,10737,8.11,59.51,720.72,67.8,23.33,1
REG-FLT-013792,10172,6.84,76.16,516.63,94.93,13.71,0
REG-FLT-013793,11910,1.95,94.05,857.16,79.28,-0.13,1
REG-FLT-013794,1802,6.65,64.57,819.47,75.27,-20.06,0
REG-FLT-013795,5091,3.5,92.36,669.43,89.74,5.72,0
REG-FLT-013796,10592,1.76,52.83,497.98,78.49,-21.8,0
REG-FLT-013797,15666,7.83,91.59,593.94,95.88,-0.26,1
REG-FLT-013798,13109,4.87,49.61,422.73,52.85,-23.23,0
REG-FLT-013799,11815,2.39,77.32,433.19,58.9,-37.88,0
REG-FLT-013800,3885,5.69,48.59,828.88,85.96,-39.04,1
REG-FLT-013801,16664,8.75,71.28,650.76,71.59,23.26,1
REG-FLT-013802,6163,5.62,87.23,613.63,98.34,1.9,0
REG-FLT-013803,4945,4.59,55.0,559.83,51.06,31.54,0
REG-FLT-013804,13653,2.87,35.7,699.12,84.54,-21.68,1
REG-FLT-013805,8854,5.38,36.8,778.16,51.32,21.31,1
REG-FLT-013806,857,1.37,57.45,726.92,52.77,11.69,0
REG-FLT-013807,3165,5.11,71.38,798.22,67.91,30.1,0
REG-FLT-013808,16989,4.21,33.34,557.61,68.42,-3.48,1
REG-FLT-013809,13148,5.61,68.17,678.75,51.72,41.29,0
REG-FLT-013810,11301,7.86,84.77,533.28,55.26,43.41,1
REG-FLT-013811,9681,3.03,63.04,758.94,60.23,-8.04,0
REG-FLT-013812,17324,8.53,37.08,713.66,90.3,39.32,1
REG-FLT-013813,11621,8.87,91.17,425.58,52.63,-40.39,1
REG-FLT-013814,5446,7.32,87.43,758.46,79.64,10.77,0
REG-FLT-013815,4712,5.36,91.38,654.9,67.75,-9.66,0
REG-FLT-013816,15508,8.27,89.81,430.55,61.9,3.99,1
REG-FLT-013817,7180,8.81,86.86,572.4,72.58,-17.19,1
REG-FLT-013818,6848,2.21,86.86,865.36,77.51,-24.15,1
REG-FLT-013819,16258,4.86,81.65,481.29,99.69,38.34,0
REG-FLT-013820,8986,5.32,87.2,423.58,79.15,29.97,0
REG-FLT-013821,2320,3.53,45.64,809.38,78.35,-42.83,0
REG-FLT-013822,15874,4.39,46.9,643.79,89.89,-32.11,0
REG-FLT-013823,17378,1.73,48.85,616.33,93.64,34.89,0
REG-FLT-013824,17641,4.23,84.9,644.91,94.9,10.12,0
REG-FLT-013825,7344,7.62,68.73,721.23,73.92,-16.91,1
REG-FLT-013826,14771,2.8,89.68,831.31,98.03,-41.96,1
REG-FLT-013827,1852,1.46,79.38,848.04,89.56,-18.48,1
REG-FLT-013828,8000,2.12,60.55,589.87,84.03,-2.55,0
REG-FLT-013829,15594,6.93,38.41,616.41,54.52,-2.91,0
REG-FLT-013830,12913,4.51,51.16,712.98,54.33,-39.49,0
REG-FLT-013831,9782,5.07,70.28,861.52,96.1,34.24,1
REG-FLT-013832,16413,1.38,50.29,540.57,56.75,-12.15,0
REG-FLT-013833,18403,7.1,87.67,743.81,64.7,-4.97,0
REG-FLT-013834,7808,5.85,39.38,562.34,80.31,-13.33,0
REG-FLT-013835,11006,6.84,74.28,566.38,70.15,-43.32,0
REG-FLT-013836,4721,7.87,45.1,689.1,51.17,30.89,1
REG-FLT-013837,18104,1.59,50.38,772.18,73.66,0.41,0
REG-FLT-013838,8495,6.41,38.58,562.93,65.56,10.56,0
REG-FLT-013839,7545,6.86,73.14,757.87,65.19,-20.14,0
REG-FLT-013840,14549,6.49,44.03,665.69,55.1,-1.31,0
REG-FLT-013841,9631,3.41,38.97,504.38,51.45,11.17,0
REG-FLT-013842,6306,8.53,38.6,716.83,70.89,-35.85,1
REG-FLT-013843,3575,2.69,78.37,850.6,99.76,33.5,1
REG-FLT-013844,15409,8.12,34.23,534.13,54.19,-10.2,1
REG-FLT-013845,5816,3.86,38.45,762.06,89.07,-21.37,0
REG-FLT-013846,9768,1.93,54.22,450.77,92.81,-0.38,0
REG-FLT-013847,18427,4.7,43.67,579.8,94.97,2.59,0
REG-FLT-013848,14606,3.84,44.36,456.88,83.04,39.56,0
REG-FLT-013849,15279,8.12,71.58,507.24,57.62,35.87,1
REG-FLT-013850,4910,4.77,78.73,791.21,69.8,-41.7,0
REG-FLT-013851,6173,3.35,58.41,658.97,98.45,16.74,0
REG-FLT-013852,11545,4.57,90.29,820.06,97.27,17.59,1
REG-FLT-013853,6529,8.27,58.37,642.43,62.91,-15.49,1
REG-FLT-013854,2813,8.85,91.2,854.29,57.32,44.75,1
REG-FLT-013855,13696,1.23,66.67,633.27,81.73,15.79,0
REG-FLT-013856,10757,1.9,32.01,750.08,68.63,19.94,1
REG-FLT-013857,9293,1.99,91.94,681.43,66.87,-15.54,0
REG-FLT-013858,861,3.92,46.11,852.8,73.67,22.96,1
REG-FLT-013859,13243,6.17,84.6,440.94,86.82,31.79,0
REG-FLT-013860,15066,5.94,84.56,679.66,87.65,-2.94,0
REG-FLT-013861,4638,4.4,79.27,425.97,51.19,-33.95,0
REG-FLT-013862,4944,7.66,61.58,665.42,80.95,15.67,1
REG-FLT-013863,8195,4.65,35.57,818.36,71.22,20.86,1
REG-FLT-013864,7051,2.33,61.25,553.24,63.65,11.61,0
REG-FLT-013865,11254,2.78,42.92,609.64,51.7,-8.44,0
REG-FLT-013866,7628,8.81,55.75,641.88,76.52,-44.22,1
REG-FLT-013867,16396,4.26,84.18,766.9,83.27,21.73,0
REG-FLT-013868,8904,3.54,80.76,785.83,82.22,-6.23,0
REG-FLT-013869,16224,6.61,45.41,562.0,87.57,10.31,0
REG-FLT-013870,9304,3.65,61.45,752.21,75.01,5.26,0
REG-FLT-013871,6050,1.59,44.24,853.34,88.4,35.78,1
REG-FLT-013872,4785,3.69,84.07,820.2,63.42,0.75,1
REG-FLT-013873,3608,8.56,79.89,869.33,56.9,-33.11,1
REG-FLT-013874,15876,3.96,63.01,741.38,61.3,-21.07,0
REG-FLT-013875,13673,4.9,43.94,488.3,88.35,-42.76,0
REG-FLT-013876,13286,8.35,39.6,574.02,75.94,-37.13,1
REG-FLT-013877,2241,1.82,49.94,700.89,65.26,15.86,0
REG-FLT-013878,4165,4.31,50.75,488.53,78.47,3.15,0
REG-FLT-013879,13545,2.13,35.12,749.9,50.0,35.63,1
REG-FLT-013880,4465,1.6,78.85,867.69,60.62,14.61,1
REG-FLT-013881,5714,2.81,52.94,726.65,54.06,11.93,0
REG-FLT-013882,9245,1.29,75.51,621.42,78.02,20.99,0
REG-FLT-013883,13725,2.62,44.53,757.97,76.95,-28.6,0
REG-FLT-013884,2089,5.12,90.2,747.77,55.66,11.91,0
REG-FLT-013885,7909,8.16,73.01,720.15,85.03,13.88,1
REG-FLT-013886,1538,8.32,60.15,864.98,99.55,8.87,1
REG-FLT-013887,13683,8.15,33.64,422.18,68.24,-9.19,1
REG-FLT-013888,17490,7.54,68.21,695.24,76.76,-20.18,1
REG-FLT-013889,741,4.53,80.88,502.87,76.6,-23.82,0
REG-FLT-013890,12363,2.75,83.82,819.62,67.86,12.82,0
REG-FLT-013891,2835,7.2,47.13,475.91,87.23,23.24,0
REG-FLT-013892,17934,6.28,92.51,747.94,76.57,4.07,0
REG-FLT-013893,4079,6.26,49.53,493.56,56.42,15.95,0
REG-FLT-013894,10603,7.39,41.42,698.71,70.81,-1.84,0
REG-FLT-013895,4289,5.15,64.44,655.05,60.82,44.08,0
REG-FLT-013896,1587,1.26,53.75,747.38,68.5,29.95,0
REG-FLT-013897,2479,2.27,54.36,662.73,74.63,38.41,0
REG-FLT-013898,3387,2.81,92.95,671.04,69.37,-36.75,0
REG-FLT-013899,15860,7.03,63.5,613.79,56.21,-4.46,0
REG-FLT-013900,14795,3.14,91.31,733.71,81.62,-21.32,0
REG-FLT-013901,8169,7.61,55.5,520.0,74.33,-28.95,1
REG-FLT-013902,4407,3.22,72.16,653.14,65.85,-13.93,0
REG-FLT-013903,17799,4.69,86.06,758.77,95.8,0.74,0
REG-FLT-013904,6392,3.2,59.61,852.23,97.95,-32.04,1
REG-FLT-013905,3307,6.58,55.26,529.42,91.38,37.06,0
REG-FLT-013906,4124,5.87,37.83,767.64,91.98,-39.62,1
REG-FLT-013907,18176,8.16,88.95,863.3,59.75,16.7,1
REG-FLT-013908,6168,5.6,56.72,677.35,79.5,-21.17,0
REG-FLT-013909,5207,8.84,41.98,726.82,67.91,-28.07,1
REG-FLT-013910,8366,5.8,82.26,549.19,94.79,20.16,0
REG-FLT-013911,8559,7.09,74.78,875.31,96.42,31.86,1
REG-FLT-013912,8180,5.82,37.1,649.06,72.0,36.03,1
REG-FLT-013913,12333,1.99,65.31,853.05,61.03,-43.8,1
REG-FLT-013914,3004,7.4,91.56,550.5,98.39,28.43,0
REG-FLT-013915,8372,2.64,37.0,879.88,90.15,34.61,1
REG-FLT-013916,2600,3.66,32.92,436.19,66.49,-44.27,1
REG-FLT-013917,7335,2.3,56.38,562.0,87.52,17.35,0
REG-FLT-013918,17506,7.49,82.64,702.81,65.57,-32.39,0
REG-FLT-013919,9811,1.52,56.07,615.84,64.97,40.54,0
REG-FLT-013920,1436,7.28,75.21,501.6,69.95,-31.21,0
REG-FLT-013921,12464,6.92,86.95,800.83,71.74,-23.22,0
REG-FLT-013922,4571,8.3,55.48,627.39,56.1,24.48,1
REG-FLT-013923,6677,3.57,48.55,522.52,51.85,-11.91,0
REG-FLT-013924,327,5.91,64.58,521.68,97.71,-41.62,0
REG-FLT-013925,10870,7.39,44.26,571.46,81.12,23.35,0
REG-FLT-013926,1887,4.58,68.54,628.38,52.89,38.51,0
REG-FLT-013927,5730,2.68,74.05,582.41,71.91,-32.33,0
REG-FLT-013928,17859,5.95,36.24,434.72,96.62,-4.03,1
REG-FLT-013929,7550,8.71,44.35,625.49,57.63,-0.63,1
REG-FLT-013930,10114,7.7,75.56,652.87,93.04,23.71,1
REG-FLT-013931,10336,3.71,59.41,866.1,64.51,-0.71,1
REG-FLT-013932,17961,5.99,60.21,823.08,54.97,-26.66,1
REG-FLT-013933,1435,3.31,39.84,858.78,72.81,-41.83,1
REG-FLT-013934,5669,7.75,86.41,660.94,57.98,0.56,1
REG-FLT-013935,16039,5.76,75.48,526.28,93.8,-7.76,0
REG-FLT-013936,9813,4.31,39.96,831.07,56.42,41.77,1
REG-FLT-013937,11107,5.97,90.51,462.13,50.63,23.85,0
REG-FLT-013938,12789,6.71,89.13,656.68,76.18,43.25,0
REG-FLT-013939,13911,8.06,84.07,651.55,79.21,14.41,1
REG-FLT-013940,11611,7.64,80.32,631.44,95.54,34.4,1
REG-FLT-013941,9075,5.68,53.28,779.97,73.19,-22.09,0
REG-FLT-013942,18491,5.23,74.81,706.6,95.09,36.67,0
REG-FLT-013943,2853,3.45,90.11,740.74,80.31,17.9,0
REG-FLT-013944,14915,2.19,93.93,460.19,74.3,-7.02,0
REG-FLT-013945,4065,1.24,66.07,469.35,96.17,-14.97,0
REG-FLT-013946,4940,3.28,50.75,717.16,54.52,40.08,0
REG-FLT-013947,11824,7.06,61.6,463.38,81.59,3.67,0
REG-FLT-013948,2933,3.13,69.16,521.55,54.43,42.92,0
REG-FLT-013949,1482,7.9,87.59,558.22,63.11,-17.36,1
REG-FLT-013950,2995,3.27,67.7,465.11,86.71,22.26,0
REG-FLT-013951,6807,5.25,33.67,514.67,97.1,-17.37,1
REG-FLT-013952,3068,1.96,55.78,532.24,98.75,-34.89,0
REG-FLT-013953,7748,4.72,59.75,719.69,51.3,-12.64,0
REG-FLT-013954,9605,5.49,88.11,463.31,78.78,32.64,0
REG-FLT-013955,4590,7.49,63.55,439.24,90.45,14.04,0
REG-FLT-013956,14912,8.33,60.38,552.42,57.29,20.85,1
REG-FLT-013957,4554,4.38,38.32,694.05,51.52,-7.03,0
REG-FLT-013958,7864,7.94,51.46,786.69,59.68,-23.86,1
REG-FLT-013959,8449,4.7,55.09,508.09,97.03,-29.75,0
REG-FLT-013960,13775,7.68,94.12,647.35,62.21,-37.96,1
REG-FLT-013961,14775,6.71,32.33,511.67,97.87,-39.27,1
REG-FLT-013962,12045,7.38,67.88,421.12,88.29,-7.66,0
REG-FLT-013963,3440,5.27,53.58,521.43,51.02,-16.65,0
REG-FLT-013964,6824,5.45,66.79,742.33,65.08,-12.66,0
REG-FLT-013965,8481,6.42,32.39,838.72,90.48,-41.76,1
REG-FLT-013966,13773,8.06,36.64,859.14,67.35,-0.08,1
REG-FLT-013967,1347,2.95,78.1,562.83,94.45,3.53,0
REG-FLT-013968,14676,8.36,65.25,706.3,78.77,42.78,1
REG-FLT-013969,17126,6.31,66.46,739.39,64.44,26.92,0
REG-FLT-013970,7304,7.6,81.4,520.47,90.62,-20.27,1
REG-FLT-013971,11439,8.5,86.55,778.29,82.18,9.36,1
REG-FLT-013972,16004,6.61,49.97,813.24,63.31,-27.97,0
REG-FLT-013973,18477,8.67,56.99,434.75,82.8,-21.25,1
REG-FLT-013974,2599,2.18,83.0,793.2,65.71,-28.62,0
REG-FLT-013975,14174,3.31,84.74,785.97,53.8,9.09,0
REG-FLT-013976,2940,2.73,57.33,712.98,99.54,-22.36,0
REG-FLT-013977,8013,3.43,85.24,435.28,62.08,23.94,0
REG-FLT-013978,4060,4.02,35.26,788.57,80.39,11.09,1
REG-FLT-013979,11793,2.65,59.36,593.52,55.59,23.24,0
REG-FLT-013980,7687,8.0,69.88,450.25,94.91,-2.08,1
REG-FLT-013981,7016,4.65,42.22,781.29,85.71,-42.18,0
REG-FLT-013982,16028,5.83,41.61,725.72,65.9,-13.62,0
REG-FLT-013983,12514,2.22,72.55,816.41,68.69,6.16,0
REG-FLT-013984,12418,6.52,74.01,794.37,68.17,33.46,0
REG-FLT-013985,11651,3.45,59.25,675.1,99.87,17.98,0
REG-FLT-013986,13457,8.29,53.11,676.27,58.69,37.93,1
REG-FLT-013987,14210,2.19,63.11,498.4,63.6,6.52,0
REG-FLT-013988,3880,6.27,72.05,828.45,98.15,42.19,1
REG-FLT-013989,2021,6.99,44.04,745.19,52.13,-33.75,0
REG-FLT-013990,9353,8.87,74.51,824.75,67.16,40.37,1
REG-FLT-013991,3678,6.51,77.97,573.71,57.57,-22.45,0
REG-FLT-013992,14027,1.92,82.61,561.63,63.28,16.06,0
REG-FLT-013993,1043,2.71,71.76,705.64,61.52,-40.78,0
REG-FLT-013994,12773,3.89,71.19,619.16,58.01,34.68,0
REG-FLT-013995,7448,6.07,33.25,455.87,62.54,9.83,1
REG-FLT-013996,3000,7.16,51.63,784.09,52.7,11.45,0
REG-FLT-013997,12181,3.41,75.71,504.6,61.5,36.02,0
REG-FLT-013998,12664,7.63,62.95,747.58,55.89,43.56,1
REG-FLT-013999,5616,7.66,39.56,596.53,83.39,2.59,1
REG-FLT-014000,265,2.1,51.12,567.78,86.08,0.52,0
REG-FLT-014001,5412,2.25,47.53,546.28,99.79,-43.65,0
REG-FLT-014002,10598,6.14,42.23,875.96,90.74,-4.25,1
REG-FLT-014003,7329,3.87,57.55,718.06,89.29,-40.15,0
REG-FLT-014004,18159,5.27,78.91,617.68,71.95,28.5,0
REG-FLT-014005,17209,2.58,85.41,586.64,82.22,-42.59,0
REG-FLT-014006,16687,1.45,85.54,812.67,73.38,39.02,0
REG-FLT-014007,10760,2.53,80.39,477.35,91.99,-17.84,0
REG-FLT-014008,10398,2.48,79.87,795.55,79.75,13.76,0
REG-FLT-014009,8753,6.64,40.72,787.47,58.0,13.44,0
REG-FLT-014010,14426,8.34,51.41,760.88,89.74,-33.11,1
REG-FLT-014011,15680,5.63,38.29,468.44,81.62,0.69,0
REG-FLT-014012,16176,7.56,44.57,667.43,90.96,-40.2,1
REG-FLT-014013,7819,7.36,63.55,640.66,80.49,-0.22,0
REG-FLT-014014,3107,1.43,47.12,464.93,61.27,-22.85,0
REG-FLT-014015,14643,4.59,53.29,791.69,60.72,-42.13,0
REG-FLT-014016,2299,5.06,81.67,795.21,64.83,-30.99,0
REG-FLT-014017,830,1.31,79.15,858.24,60.12,-5.44,1
REG-FLT-014018,15960,2.11,54.57,679.77,69.24,-10.3,0
REG-FLT-014019,3580,6.83,78.22,495.16,98.14,41.1,0
REG-FLT-014020,10601,6.67,88.98,875.32,88.36,39.29,1
REG-FLT-014021,16369,5.51,69.06,434.76,86.94,-22.28,0
REG-FLT-014022,10842,5.37,91.43,580.26,79.92,-21.99,0
REG-FLT-014023,11924,3.19,72.1,587.31,64.1,-9.64,0
REG-FLT-014024,642,4.65,47.84,863.04,77.58,-30.85,1
REG-FLT-014025,4983,1.6,66.69,508.21,84.23,34.84,0
REG-FLT-014026,5259,7.48,90.98,567.75,65.1,27.94,0
REG-FLT-014027,10956,4.46,57.34,651.57,79.92,15.84,0
REG-FLT-014028,6093,4.47,60.47,513.12,89.07,-18.36,0
REG-FLT-014029,4845,3.67,59.33,797.33,67.41,39.72,0
REG-FLT-014030,5705,4.5,34.14,575.89,69.44,-4.99,1
REG-FLT-014031,6535,1.57,40.58,664.23,66.26,36.21,0
REG-FLT-014032,494,3.21,70.54,477.12,65.85,-1.09,0
REG-FLT-014033,7248,4.68,72.8,617.5,76.35,-2.07,0
REG-FLT-014034,355,5.21,47.0,456.24,59.59,-6.76,0
REG-FLT-014035,14004,5.86,54.59,430.98,63.53,16.74,0
REG-FLT-014036,12602,5.01,65.39,757.96,60.02,-42.15,0
REG-FLT-014037,14169,4.36,94.22,583.21,72.08,-32.83,0
REG-FLT-014038,15550,5.82,44.51,600.17,89.44,28.65,0
REG-FLT-014039,3442,6.7,92.98,691.24,88.08,-29.35,0
REG-FLT-014040,13411,6.36,77.31,525.0,90.61,-34.58,0
REG-FLT-014041,1332,5.0,78.13,770.77,58.01,24.63,0
REG-FLT-014042,5127,8.64,75.97,857.1,59.28,43.4,1
REG-FLT-014043,4790,3.23,50.08,748.34,57.45,-22.23,0
REG-FLT-014044,3072,6.39,44.64,810.73,69.64,20.07,0
REG-FLT-014045,5772,1.23,49.51,587.59,68.57,-11.01,0
REG-FLT-014046,873,6.26,61.01,462.06,53.8,-40.97,0
REG-FLT-014047,4625,3.81,94.12,439.04,75.65,-37.43,0
REG-FLT-014048,3041,6.9,76.24,530.21,52.82,44.73,0
REG-FLT-014049,16136,3.42,62.66,653.28,88.43,42.48,0
REG-FLT-014050,17647,8.53,46.12,763.06,87.39,-21.51,1
REG-FLT-014051,16465,3.34,57.54,606.23,67.1,-28.89,0
REG-FLT-014052,1706,6.83,47.24,490.1,56.68,12.72,0
REG-FLT-014053,16994,1.94,81.38,784.91,51.8,5.4,0
REG-FLT-014054,6778,6.82,48.81,842.43,84.28,-15.15,1
REG-FLT-014055,878,3.76,51.56,429.22,66.77,31.94,0
REG-FLT-014056,2065,8.4,71.79,657.28,83.58,-16.34,1
REG-FLT-014057,17466,6.81,37.91,575.71,72.63,-3.1,1
REG-FLT-014058,12044,7.86,73.63,547.62,64.96,35.16,1
REG-FLT-014059,11471,4.57,77.9,814.25,97.68,17.63,0
REG-FLT-014060,9273,4.58,46.48,617.92,97.36,-15.78,0
REG-FLT-014061,1236,1.41,47.36,859.79,91.86,-20.31,1
REG-FLT-014062,15288,7.18,61.36,582.08,93.16,-28.62,0
REG-FLT-014063,9965,5.97,93.77,702.09,74.64,5.36,0
REG-FLT-014064,7662,1.72,41.6,763.91,62.12,-43.63,0
REG-FLT-014065,15047,6.32,64.41,522.9,83.12,-40.15,0
REG-FLT-014066,12468,2.73,82.69,613.76,98.48,34.99,0
REG-FLT-014067,13183,5.64,32.28,555.82,81.65,-41.02,1
REG-FLT-014068,8922,6.04,39.98,551.72,96.19,5.9,0
REG-FLT-014069,6518,4.58,94.26,687.66,70.28,29.06,0
REG-FLT-014070,6316,6.34,38.74,721.75,88.5,30.61,0
REG-FLT-014071,7753,1.56,71.87,475.93,83.13,-40.78,0
REG-FLT-014072,12901,2.38,45.31,695.48,86.12,-19.05,0
REG-FLT-014073,501,4.4,78.44,810.93,66.43,-15.41,0
REG-FLT-014074,16159,5.9,72.63,712.29,61.24,-37.81,0
REG-FLT-014075,8037,7.63,42.5,782.64,90.82,6.61,1
REG-FLT-014076,1487,7.94,47.73,447.3,72.69,-12.54,1
REG-FLT-014077,4485,4.16,75.81,476.49,61.32,-16.2,0
REG-FLT-014078,11451,4.75,39.99,492.9,68.97,-28.04,0
REG-FLT-014079,3291,1.45,63.13,635.61,53.11,-8.81,0
REG-FLT-014080,5986,5.19,89.65,702.0,64.9,26.31,0
REG-FLT-014081,9286,6.47,59.62,706.33,55.35,-12.39,0
REG-FLT-014082,4230,4.15,91.87,423.04,78.81,-42.57,0
REG-FLT-014083,6155,8.0,49.4,836.55,94.94,43.28,1
REG-FLT-014084,9403,4.71,88.94,630.59,68.63,2.94,0
REG-FLT-014085,4341,5.0,66.02,863.34,87.34,5.58,1
REG-FLT-014086,8217,7.24,79.38,518.26,87.43,-28.46,0
REG-FLT-014087,16906,3.39,90.5,628.53,74.21,-29.71,0
REG-FLT-014088,14838,4.37,80.79,857.71,52.62,14.14,1
REG-FLT-014089,9051,4.08,59.58,862.29,80.38,-8.11,1
REG-FLT-014090,2851,3.29,71.34,672.52,97.87,3.54,0
REG-FLT-014091,15425,7.89,49.96,703.36,96.6,-4.46,1
REG-FLT-014092,9979,6.35,77.27,663.28,75.02,3.01,0
REG-FLT-014093,9080,2.99,33.2,625.28,66.45,-24.85,1
REG-FLT-014094,3988,8.35,37.04,589.21,63.7,-13.59,1
REG-FLT-014095,3366,7.13,75.01,697.26,75.14,36.78,0
REG-FLT-014096,9595,6.62,40.56,587.54,70.5,38.51,0
REG-FLT-014097,4180,5.15,72.71,546.29,73.62,26.76,0
REG-FLT-014098,15802,6.88,77.26,834.13,91.09,-35.7,1
REG-FLT-014099,837,7.82,62.94,773.59,72.83,35.46,1
REG-FLT-014100,14007,8.66,90.3,696.62,73.0,23.2,1
REG-FLT-014101,10695,6.23,76.38,757.93,79.13,26.5,0
REG-FLT-014102,4778,7.28,42.75,554.76,99.89,43.38,0
REG-FLT-014103,705,1.3,44.69,589.17,69.74,-19.09,0
REG-FLT-014104,7949,2.02,32.74,768.41,70.15,20.41,1
REG-FLT-014105,4187,2.28,38.86,557.17,90.18,32.24,0
REG-FLT-014106,11501,3.23,94.84,791.05,82.66,-7.08,0
REG-FLT-014107,16283,5.05,66.12,713.35,78.99,21.55,0
REG-FLT-014108,7876,3.17,48.33,656.8,90.14,23.04,0
REG-FLT-014109,18438,6.17,44.6,794.36,99.7,37.36,0
REG-FLT-014110,12278,6.67,61.69,586.88,50.88,40.57,0
REG-FLT-014111,14904,4.34,80.97,420.31,93.71,17.12,0
REG-FLT-014112,917,3.18,55.48,463.3,77.54,-16.09,0
REG-FLT-014113,6705,8.47,48.95,660.18,91.14,-17.14,1
REG-FLT-014114,12102,2.63,61.0,876.44,51.42,20.8,1
REG-FLT-014115,1871,1.62,66.8,864.97,99.67,-3.65,1
REG-FLT-014116,13716,5.96,74.67,434.03,97.24,7.95,0
REG-FLT-014117,15060,8.57,33.27,862.85,94.67,44.16,1
REG-FLT-014118,1914,5.83,43.41,868.83,50.24,-16.67,1
REG-FLT-014119,5566,6.37,36.78,716.81,52.64,-32.06,1
REG-FLT-014120,601,3.48,56.94,673.27,98.76,40.48,0
REG-FLT-014121,509,2.04,46.19,630.84,51.67,3.59,0
REG-FLT-014122,11164,8.6,61.49,440.52,87.8,-30.43,1
REG-FLT-014123,14457,5.22,55.33,568.57,65.73,31.29,0
REG-FLT-014124,12156,2.71,59.2,624.13,73.46,-6.25,0
REG-FLT-014125,15113,3.02,55.23,660.99,54.45,-31.8,0
REG-FLT-014126,7557,6.4,69.32,813.42,58.67,-18.68,0
REG-FLT-014127,11771,6.72,65.77,689.92,95.84,8.7,0
REG-FLT-014128,829,8.82,35.79,760.74,52.67,38.12,1
REG-FLT-014129,6831,6.87,39.14,659.44,86.68,-33.39,0
REG-FLT-014130,12218,5.34,68.86,526.43,91.07,29.89,0
REG-FLT-014131,16773,6.6,72.55,873.05,79.71,-16.94,1
REG-FLT-014132,3739,3.29,73.43,506.78,67.61,-31.45,0
REG-FLT-014133,4501,1.35,81.79,518.76,94.76,-33.74,0
REG-FLT-014134,13077,7.86,53.39,777.84,87.34,-27.28,1
REG-FLT-014135,3539,1.29,84.27,435.8,77.47,-19.02,0
REG-FLT-014136,10483,6.75,89.48,729.93,98.43,-41.11,0
REG-FLT-014137,10712,4.65,32.26,695.78,52.75,-40.63,1
REG-FLT-014138,18138,5.91,78.99,545.55,80.47,5.37,0
REG-FLT-014139,4519,1.95,71.14,752.2,64.77,-32.04,0
REG-FLT-014140,6536,2.49,65.17,502.73,95.31,-43.94,0
REG-FLT-014141,10386,1.7,63.44,654.91,87.36,-43.6,0
REG-FLT-014142,13921,2.44,45.85,433.05,90.76,44.08,0
REG-FLT-014143,9127,4.75,40.76,670.87,53.28,36.68,0
REG-FLT-014144,1440,3.75,75.23,748.97,93.0,-4.75,0
REG-FLT-014145,9311,5.66,83.82,552.83,76.55,1.62,0
REG-FLT-014146,4520,5.73,38.62,677.87,78.56,-1.69,0
REG-FLT-014147,12094,3.69,75.63,834.26,53.43,9.76,1
REG-FLT-014148,13882,3.18,79.06,594.32,71.01,-11.86,0
REG-FLT-014149,9099,8.73,64.37,422.46,61.96,-7.96,1
REG-FLT-014150,17793,4.44,53.01,810.33,54.65,7.27,0
REG-FLT-014151,11782,5.9,62.27,485.18,54.44,-26.32,0
REG-FLT-014152,2118,4.27,51.47,843.28,81.76,2.7,1
REG-FLT-014153,12761,1.68,62.25,695.68,80.17,-15.04,0
REG-FLT-014154,5311,8.18,41.41,647.22,64.96,5.84,1
REG-FLT-014155,439,2.4,85.58,674.62,83.77,10.62,0
REG-FLT-014156,10435,6.51,73.71,471.42,69.34,-15.5,0
REG-FLT-014157,10863,1.93,38.27,465.73,58.49,39.22,0
REG-FLT-014158,8964,5.12,74.83,841.24,95.88,-8.17,1
REG-FLT-014159,3761,8.06,49.92,799.83,94.01,-42.79,1
REG-FLT-014160,9336,7.15,64.02,797.72,95.44,42.9,0
REG-FLT-014161,3125,4.55,77.59,775.14,96.25,-30.41,0
REG-FLT-014162,12591,2.35,50.86,772.69,63.0,-37.28,0
REG-FLT-014163,11786,6.66,86.76,647.72,64.7,-43.41,0
REG-FLT-014164,9949,3.98,53.35,529.93,63.18,-0.86,0
REG-FLT-014165,16097,8.42,80.25,571.79,91.49,-40.27,1
REG-FLT-014166,10229,6.05,80.36,684.94,73.66,-5.77,0
REG-FLT-014167,10652,6.12,63.95,764.6,80.61,23.57,0
